price,levy,brand,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,type,drive_wheels,doors,wheel,color,airbags,car_age
1693500,503,toyota,hatchback,no,hybrid,1.5,107000,4.0,automatic,front,4,left,red,12,12
721300,781,mercedes-benz,coupe,yes,petrol,2.3,157000,4.0,automatic,rear,2,left,silver,6,22
2614900,707,hyundai,jeep,yes,diesel,2.0,126320,4.0,automatic,front,4,left,grey,4,13
1411300,650,chevrolet,sedan,no,petrol,1.4,77000,4.0,automatic,front,4,left,white,12,8
1630800,781,mercedes-benz,sedan,yes,diesel,2.7,248000,5.0,automatic,rear,4,left,black,10,22
2979300,781,toyota,jeep,yes,hybrid,3.3,2005,6.0,automatic,4x4,4,left,silver,12,16
31400,420,hyundai,sedan,yes,hybrid,1.6,14587,4.0,automatic,front,4,left,black,12,5
1387700,586,chevrolet,sedan,yes,petrol,1.8,126000,4.0,automatic,front,4,left,white,4,12
94100,781,chevrolet,sedan,yes,petrol,1.4,39466,4.0,automatic,front,4,left,black,12,6
4076900,456,toyota,sedan,yes,hybrid,2.5,0,4.0,automatic,front,4,left,black,12,9
5174600,1104,bmw,jeep,yes,petrol,3.0,110400,6.0,automatic,4x4,4,left,white,12,9
4280800,1327,toyota,sedan,yes,petrol,2.5,24382,4.0,automatic,front,4,left,black,8,6
530000,781,bmw,sedan,yes,petrol,3.0,1000,6.0,automatic,rear,4,left,silver,3,17
47000,1058,mercedes-benz,sedan,yes,petrol,3.5,98310,6.0,automatic,4x4,4,left,black,12,12
2163900,810,toyota,sedan,no,petrol,1.8,131000,4.0,automatic,front,4,left,grey,10,8
564500,1324,toyota,jeep,yes,hybrid,3.3,264877,6.0,automatic,4x4,4,left,white,12,14
2665700,1018,bmw,sedan,yes,petrol,3.0,154000,6.0,automatic,rear,4,left,black,12,13
313600,781,toyota,sedan,yes,hybrid,2.5,159379,4.0,automatic,front,4,left,white,12,12
2647500,707,hyundai,jeep,yes,diesel,2.0,151186,4.0,automatic,front,4,left,silver,4,13
800000,1266,toyota,hatchback,no,hybrid,1.5,122000,4.0,automatic,front,4,right,white,6,10
2163900,1399,mercedes-benz,sedan,yes,petrol,3.5,135000,6.0,automatic,rear,4,left,blue,8,14
3889400,640,hyundai,jeep,yes,diesel,2.0,128919,4.0,automatic,front,4,left,silver,4,11
156800,1079,hyundai,sedan,yes,petrol,2.0,61795,4.0,automatic,front,4,left,blue,12,6
22000,1053,mercedes-benz,sedan,yes,diesel,3.5,95987,6.0,automatic,4x4,4,left,black,12,10
1348500,501,ford,sedan,yes,petrol,1.5,133260,4.0,automatic,front,4,left,silver,12,10
1787600,781,hyundai,sedan,no,petrol,1.8,68771,4.0,automatic,front,4,left,black,12,13
2352100,781,toyota,sedan,no,petrol,2.5,113000,4.0,automatic,front,4,left,black,12,12
1881700,609,toyota,sedan,yes,hybrid,2.5,35058,4.0,automatic,front,4,left,white,12,6
258700,1079,toyota,jeep,yes,petrol,2.0,16213,4.0,automatic,front,4,left,grey,12,6
62700,1077,toyota,jeep,yes,petrol,2.0,24339,4.0,automatic,front,4,left,blue,12,5
784000,781,mercedes-benz,sedan,yes,petrol,3.2,12000,6.0,automatic,rear,4,left,black,8,22
4138700,1091,hyundai,minivan,yes,diesel,2.5,110189,4.0,automatic,front,4,left,silver,4,8
1170400,530,chevrolet,hatchback,yes,petrol,1.6,71000,4.0,automatic,front,4,left,blue,4,11
1812400,707,hyundai,coupe,yes,petrol,2.0,160000,4.0,automatic,front,4,left,black,4,13
4691900,765,hyundai,jeep,yes,diesel,2.0,117000,4.0,automatic,front,4,left,black,4,9
156800,753,hyundai,sedan,yes,petrol,2.4,246230,4.0,automatic,front,4,left,black,12,12
1490000,530,ford,sedan,no,petrol,1.6,37000,4.0,automatic,front,4,left,white,8,11
86200,749,chevrolet,jeep,yes,petrol,2.4,195069,4.0,automatic,front,4,left,white,12,10
2634300,781,ford,coupe,no,petrol,3.7,92000,6.0,manual,rear,2,left,blue,9,12
31400,831,chevrolet,sedan,yes,petrol,2.4,205307,4.0,automatic,front,4,left,white,12,13
1003600,781,toyota,sedan,no,petrol,1.0,11111,3.0,automatic,front,4,right,silver,4,17
18000,781,mercedes-benz,coupe,yes,petrol,5.5,104000,8.0,automatic,rear,2,left,black,12,12
1662100,915,bmw,jeep,yes,diesel,3.0,110715,6.0,automatic,4x4,4,left,white,0,10
1604100,586,chevrolet,sedan,yes,petrol,1.8,80497,4.0,automatic,front,4,left,grey,4,12
86200,753,hyundai,sedan,yes,petrol,2.4,289920,4.0,automatic,front,4,left,red,12,12
17248600,1951,mercedes-benz,sedan,yes,petrol,5.5,73600,8.0,automatic,rear,4,left,black,16,9
376300,781,mercedes-benz,sedan,yes,petrol,2.3,105000,4.0,automatic,rear,4,left,silver,4,27
1689100,730,hyundai,sedan,yes,diesel,1.6,43840,4.0,automatic,front,4,left,white,4,8
3291000,777,hyundai,minivan,yes,diesel,2.5,140000,4.0,automatic,front,4,left,silver,4,10
2116900,781,ford,microbus,no,diesel,2.0,239000,4.0,manual,rear,4,left,white,4,20
2571600,1051,hyundai,sedan,no,petrol,2.4,51000,4.0,automatic,front,4,left,black,16,8
10976400,781,mercedes-benz,sedan,yes,petrol,6.3,73000,8.0,automatic,rear,2,left,red,10,13
1662100,562,chevrolet,sedan,yes,petrol,1.4,144000,4.0,automatic,front,4,left,white,12,9
1377100,790,hyundai,sedan,yes,petrol,1.6,143091,4.0,automatic,front,4,left,silver,4,15
2163900,781,ford,hatchback,no,hybrid,2.0,125000,4.0,automatic,front,4,left,grey,4,11
1756200,640,ford,sedan,yes,hybrid,2.0,218400,4.0,automatic,front,4,left,black,6,11
1599400,1172,mercedes-benz,coupe,yes,diesel,3.5,170429,6.0,automatic,rear,2,left,silver,12,13
6429000,781,bmw,coupe,yes,petrol,3.0,56000,6.0,automatic,rear,2,left,grey,12,10
54900,1203,chevrolet,jeep,yes,petrol,3.6,248954,6.0,automatic,front,4,left,silver,12,13
1756200,562,chevrolet,sedan,no,petrol,1.4,100000,4.0,automatic,front,4,left,white,8,9
1003600,781,toyota,hatchback,no,hybrid,1.7,27500,4.0,automatic,front,4,left,white,6,18
2446200,781,mercedes-benz,jeep,yes,petrol,5.0,216000,8.0,automatic,4x4,4,left,silver,12,18
8781100,781,mercedes-benz,jeep,yes,petrol,5.5,137500,8.0,automatic,4x4,4,left,silver,8,21
1818900,769,chevrolet,jeep,yes,diesel,2.2,70479,4.0,automatic,front,4,left,grey,4,13
2717400,765,chevrolet,jeep,yes,diesel,2.0,101537,4.0,automatic,front,4,left,black,4,9
2264900,642,chevrolet,jeep,yes,diesel,2.0,129760,4.0,automatic,front,4,left,grey,4,12
2289400,738,chevrolet,sedan,no,petrol,1.4,46800,4.0,automatic,front,4,left,black,6,7
1129000,781,mercedes-benz,jeep,no,diesel,2.7,335000,5.0,automatic,4x4,4,left,silver,4,24
470400,781,chevrolet,sedan,yes,petrol,1.4,41822,4.0,automatic,front,4,left,grey,12,6
3844500,891,chevrolet,jeep,yes,diesel,2.0,54472,4.0,automatic,front,4,left,silver,4,8
1379900,639,ford,sedan,no,petrol,2.0,8640,4.0,automatic,4x4,4,left,silver,4,10
893800,781,mercedes-benz,coupe,yes,petrol,2.0,189622,4.0,manual,rear,2,left,silver,4,24
47000,934,toyota,sedan,yes,petrol,2.5,210450,4.0,automatic,front,4,left,black,12,9
1505300,781,ford,sedan,no,petrol,2.0,200000,4.0,automatic,front,4,left,silver,4,12
1881700,781,mercedes-benz,sedan,yes,petrol,2.5,255000,6.0,automatic,rear,4,left,silver,6,17
15700,640,ford,sedan,yes,hybrid,2.0,339920,4.0,automatic,front,4,left,white,0,11
890000,1266,toyota,sedan,no,hybrid,1.5,138000,4.0,automatic,front,4,right,white,4,10
940800,781,mercedes-benz,sedan,yes,petrol,3.2,150000,6.0,automatic,rear,4,left,silver,6,25
180300,779,toyota,sedan,yes,hybrid,2.5,136861,4.0,automatic,front,4,left,blue,0,11
2979300,1053,mercedes-benz,sedan,yes,diesel,3.5,219030,6.0,automatic,4x4,4,left,black,12,10
2226600,353,toyota,hatchback,no,hybrid,1.8,159000,4.0,automatic,front,4,left,white,12,9
940800,641,chevrolet,sedan,yes,diesel,2.0,52312,4.0,automatic,front,4,left,black,4,12
1170400,790,chevrolet,sedan,yes,petrol,1.6,119806,4.0,automatic,front,4,left,silver,4,15
196000,751,chevrolet,jeep,yes,petrol,2.4,132429,4.0,automatic,front,4,left,silver,12,11
2038500,781,mercedes-benz,sedan,yes,petrol,3.0,1000,6.0,automatic,rear,4,left,white,0,17
360700,707,hyundai,sedan,yes,petrol,2.0,169765,4.0,automatic,front,4,left,silver,12,13
2423900,501,toyota,hatchback,yes,petrol,1.5,14486,4.0,automatic,front,4,left,silver,4,10
2049100,730,hyundai,sedan,yes,diesel,1.6,50051,4.0,automatic,front,4,left,grey,4,8
2853200,502,toyota,hatchback,yes,petrol,1.5,59000,4.0,automatic,front,4,left,white,4,11
3758000,765,hyundai,jeep,yes,diesel,2.0,60000,4.0,automatic,front,4,left,grey,4,9
501800,645,toyota,jeep,yes,hybrid,1.8,489584,4.0,automatic,front,4,left,grey,12,13
5018400,891,hyundai,jeep,yes,diesel,2.0,121764,4.0,automatic,front,4,left,blue,4,8
1961300,694,chevrolet,jeep,yes,diesel,2.2,195691,4.0,automatic,front,4,left,black,4,10
4547300,781,bmw,sedan,yes,petrol,5.0,97000,10.0,manual,rear,4,left,blue,10,18
2572900,831,hyundai,sedan,yes,petrol,1.6,56378,4.0,automatic,front,4,left,silver,4,7
658600,1018,bmw,coupe,yes,petrol,3.0,143950,6.0,automatic,4x4,2,left,black,12,13
5784200,879,hyundai,jeep,yes,petrol,1.6,32724,4.0,automatic,front,4,left,white,4,5
345000,915,bmw,sedan,yes,petrol,3.0,0,6.0,automatic,rear,4,left,black,12,10
1505300,781,ford,microbus,no,diesel,2.2,0,5.0,manual,front,2,left,white,0,17
1129000,781,mercedes-benz,coupe,yes,petrol,3.2,237000,6.0,automatic,rear,2,left,silver,12,25
3440600,770,hyundai,jeep,yes,diesel,1.7,101248,4.0,automatic,front,4,left,grey,4,8
39200,1304,bmw,sedan,yes,petrol,4.4,87243,8.0,automatic,rear,4,left,blue,12,11
2979300,781,hyundai,jeep,yes,petrol,2.4,180000,4.0,automatic,4x4,4,left,white,10,14
1411300,761,toyota,hatchback,no,hybrid,1.8,196121,4.0,automatic,front,4,left,white,8,14
2963300,891,hyundai,jeep,yes,diesel,2.0,27243,4.0,automatic,front,4,left,grey,4,8
1144700,1266,toyota,sedan,no,hybrid,1.5,133000,4.0,automatic,front,4,right,silver,5,10
2007100,781,hyundai,sedan,yes,petrol,1.8,123200,4.0,automatic,front,4,left,grey,6,11
78400,1301,bmw,sedan,yes,petrol,4.4,247877,8.0,automatic,4x4,4,left,black,0,10
1756200,777,toyota,sedan,yes,petrol,2.5,88000,4.0,automatic,front,4,left,black,10,10
3606800,777,hyundai,minivan,yes,diesel,2.5,85933,4.0,automatic,front,4,left,silver,4,10
1662100,1017,mercedes-benz,sedan,yes,petrol,2.0,70880,4.0,automatic,rear,4,left,silver,12,7
2323900,583,hyundai,sedan,yes,petrol,1.6,137213,4.0,automatic,front,4,left,grey,4,13
1724500,781,ford,hatchback,no,petrol,1.6,73600,4.0,automatic,front,4,left,silver,12,8
7990200,1011,ford,jeep,yes,petrol,2.3,125072,4.0,automatic,front,4,left,white,4,8
7000,781,hyundai,sedan,no,petrol,1.8,0,6.0,automatic,front,4,left,black,6,10
3920100,781,bmw,jeep,yes,diesel,3.5,267632,6.0,automatic,rear,4,left,black,0,14
2508900,585,mercedes-benz,sedan,yes,petrol,1.8,95000,4.0,automatic,rear,4,left,white,12,11
1228100,761,chevrolet,sedan,yes,petrol,1.8,128257,4.0,automatic,front,4,left,grey,4,14
47000,1211,bmw,jeep,yes,diesel,3.0,265210,6.0,automatic,4x4,4,left,black,0,14
109800,1091,toyota,sedan,yes,petrol,2.5,114389,4.0,automatic,front,4,left,blue,12,8
3758000,891,hyundai,jeep,yes,diesel,2.0,99000,4.0,automatic,front,4,left,white,4,8
1426900,1324,toyota,jeep,yes,hybrid,3.3,300366,6.0,automatic,4x4,4,left,blue,12,14
172500,473,chevrolet,sedan,yes,petrol,1.4,184835,4.0,automatic,front,4,left,silver,12,10
2508900,781,mercedes-benz,sedan,yes,petrol,3.5,63000,6.0,automatic,rear,4,left,black,0,16
2977700,640,hyundai,jeep,yes,diesel,2.0,182217,4.0,automatic,front,4,left,white,4,11
2258000,1172,toyota,jeep,yes,petrol,3.5,368064,6.0,automatic,4x4,4,left,grey,12,13
3616600,831,chevrolet,jeep,yes,diesel,1.6,71400,4.0,automatic,front,4,left,silver,4,7
1718600,642,hyundai,sedan,yes,petrol,2.0,157367,4.0,automatic,front,4,left,grey,4,12
1715800,530,hyundai,sedan,yes,petrol,1.6,117500,4.0,automatic,front,4,left,grey,4,11
501800,830,chevrolet,coupe,yes,petrol,1.5,8710,4.0,automatic,front,4,left,black,12,5
4985800,749,hyundai,jeep,yes,petrol,2.4,87000,4.0,automatic,front,4,left,grey,4,10
1975700,781,ford,microbus,no,diesel,2.4,286000,4.0,manual,rear,2,left,white,4,18
1662100,1296,toyota,jeep,no,petrol,2.4,113600,5.0,automatic,front,4,left,white,0,16
3003800,880,hyundai,sedan,yes,diesel,1.6,60000,4.0,automatic,front,4,left,white,4,6
1630800,1327,toyota,sedan,yes,petrol,2.5,45371,4.0,automatic,front,4,left,silver,12,6
86200,640,chevrolet,sedan,yes,petrol,2.0,114107,4.0,automatic,front,4,left,blue,12,11
1285800,781,mercedes-benz,coupe,yes,diesel,2.7,260000,5.0,automatic,rear,2,left,black,8,22
1661800,1408,ford,microbus,no,diesel,2.2,158000,4.0,manual,front,4,left,white,2,17
39200,1053,mercedes-benz,sedan,yes,diesel,3.5,29675,6.0,automatic,4x4,4,left,black,12,10
1881700,781,toyota,sedan,yes,hybrid,1.8,288034,4.0,automatic,front,4,left,silver,8,15
3440600,777,hyundai,minivan,yes,diesel,2.5,119884,4.0,automatic,front,4,left,grey,4,10
4504400,1017,hyundai,sedan,yes,petrol,2.0,95948,4.0,automatic,front,4,left,white,4,7
893800,781,mercedes-benz,minivan,yes,diesel,2.3,222000,4.0,manual,front,2,left,green,4,26
62700,1055,mercedes-benz,coupe,yes,diesel,3.5,0,6.0,automatic,rear,2,left,silver,12,11
501800,1624,mercedes-benz,sedan,yes,diesel,3.5,109139,6.0,automatic,rear,4,left,black,12,15
1066300,528,ford,hatchback,no,petrol,1.6,84800,4.0,automatic,front,4,left,black,8,10
2000,781,toyota,hatchback,yes,hybrid,1.5,135000,4.0,automatic,front,4,left,black,4,16
1191700,781,ford,microbus,no,diesel,2.5,0,4.0,manual,rear,4,left,white,0,29
1474000,639,hyundai,hatchback,no,petrol,2.0,51950,4.0,automatic,front,4,left,grey,8,10
689900,781,mercedes-benz,sedan,no,petrol,2.3,210456,4.0,manual,rear,4,left,silver,2,28
1562400,528,hyundai,sedan,yes,diesel,1.6,126265,4.0,automatic,front,4,left,white,4,10
1474000,586,hyundai,sedan,no,petrol,1.8,129000,4.0,automatic,front,4,left,blue,11,12
54900,780,chevrolet,sedan,yes,petrol,1.4,14074,4.0,automatic,front,4,left,grey,12,5
4610100,781,toyota,sedan,yes,hybrid,2.5,89600,6.0,automatic,rear,4,left,white,10,9
2258000,1017,mercedes-benz,sedan,yes,petrol,2.0,50930,4.0,automatic,rear,4,left,black,12,7
11133200,781,toyota,jeep,yes,petrol,4.7,180000,8.0,automatic,4x4,4,left,black,8,11
1411300,781,mercedes-benz,sedan,yes,diesel,2.7,5000,6.0,automatic,rear,4,left,white,4,22
1662100,642,chevrolet,jeep,yes,diesel,2.0,198000,4.0,automatic,front,4,left,silver,4,12
1913000,650,chevrolet,sedan,no,petrol,1.4,32000,4.0,automatic,front,4,left,grey,12,8
243000,87,mercedes-benz,coupe,yes,petrol,0.0,121600,4.0,automatic,rear,4,left,white,12,11
2163900,650,chevrolet,sedan,yes,petrol,1.4,99200,4.0,automatic,front,4,left,black,10,8
1724900,781,ford,sedan,yes,hybrid,2.5,245000,4.0,automatic,front,4,left,silver,10,15
1975700,585,toyota,sedan,no,petrol,1.8,137568,4.0,automatic,front,4,left,blue,6,11
4039000,891,hyundai,jeep,yes,diesel,2.0,134413,4.0,automatic,front,4,left,silver,4,8
987900,761,toyota,hatchback,no,hybrid,1.8,146000,4.0,automatic,front,4,left,grey,12,14
1771900,1017,hyundai,sedan,no,petrol,2.0,53895,4.0,automatic,front,4,left,silver,8,7
1411300,586,hyundai,sedan,yes,petrol,1.8,135456,4.0,automatic,front,4,left,white,12,12
1881700,781,bmw,sedan,yes,petrol,4.0,180000,8.0,automatic,rear,4,left,black,12,18
1348500,781,bmw,coupe,yes,petrol,2.8,163000,6.0,automatic,rear,2,left,black,6,15
689900,760,chevrolet,sedan,yes,petrol,1.8,150001,4.0,automatic,front,4,left,silver,4,14
1609100,836,hyundai,coupe,yes,petrol,2.0,100000,4.0,automatic,front,4,left,grey,4,14
5226300,891,hyundai,jeep,yes,diesel,2.0,108025,4.0,automatic,front,4,left,black,4,8
1536700,781,bmw,sedan,yes,petrol,5.0,177000,8.0,automatic,rear,4,left,black,12,19
2759800,891,hyundai,sedan,no,petrol,2.0,41000,4.0,automatic,front,4,left,white,8,8
4975100,765,hyundai,sedan,yes,petrol,2.0,24148,4.0,automatic,front,4,left,black,4,9
2029700,836,hyundai,sedan,yes,petrol,2.0,155590,4.0,automatic,front,4,left,grey,4,14
5857900,891,hyundai,jeep,yes,diesel,2.0,35000,4.0,automatic,front,4,left,grey,4,8
1756200,781,bmw,jeep,yes,petrol,4.4,141454,8.0,automatic,4x4,4,left,black,16,20
15700,919,bmw,jeep,yes,diesel,3.0,296395,6.0,automatic,4x4,4,left,grey,0,12
1458300,1172,mercedes-benz,sedan,yes,diesel,3.5,230696,6.0,automatic,4x4,4,left,black,12,13
1097600,781,toyota,jeep,no,petrol,3.4,262000,6.0,automatic,4x4,4,right,black,0,26
658600,1077,toyota,coupe,yes,petrol,2.0,5219,4.0,automatic,front,4,left,white,12,5
1270100,1024,hyundai,jeep,yes,diesel,2.5,56765,4.0,automatic,front,4,left,silver,4,14
5801800,781,toyota,jeep,no,petrol,2.5,1358,4.0,automatic,4x4,4,left,grey,12,6
1853100,583,hyundai,sedan,yes,petrol,1.6,165845,4.0,automatic,front,4,left,silver,4,13
1097600,781,mercedes-benz,sedan,no,petrol,1.8,0,4.0,manual,rear,4,left,black,2,26
360700,781,toyota,sedan,yes,hybrid,2.5,156518,4.0,automatic,front,4,left,white,12,12
1160400,781,toyota,coupe,no,petrol,1.5,0,4.0,manual,front,2,left,black,2,16
2822200,781,hyundai,sedan,no,petrol,2.0,71200,4.0,automatic,front,4,left,silver,12,8
6115400,609,toyota,sedan,yes,hybrid,2.5,32000,4.0,automatic,front,4,left,black,12,6
486100,333,ford,sedan,yes,hybrid,2.0,124493,4.0,automatic,front,4,left,white,0,10
4172000,891,hyundai,jeep,yes,diesel,2.0,113120,4.0,automatic,front,4,left,grey,4,8
2132600,781,toyota,hatchback,no,hybrid,1.5,87000,4.0,automatic,front,4,left,grey,6,11
1529200,836,hyundai,coupe,yes,petrol,2.0,146691,4.0,automatic,front,4,left,black,4,14
2500,781,toyota,hatchback,no,petrol,1.5,146000,4.0,automatic,front,4,right,white,5,21
1191700,585,hyundai,sedan,no,petrol,1.8,80000,4.0,automatic,front,4,left,grey,12,11
28200,761,toyota,hatchback,yes,hybrid,1.8,423418,4.0,automatic,front,4,left,black,12,14
2132600,781,toyota,sedan,yes,hybrid,1.5,79500,4.0,automatic,front,4,left,grey,10,9
2258000,781,mercedes-benz,sedan,yes,petrol,3.5,151000,6.0,automatic,rear,4,left,black,12,17
486100,1058,mercedes-benz,sedan,yes,diesel,3.5,128202,6.0,automatic,rear,4,left,black,12,12
2659400,642,hyundai,jeep,yes,diesel,2.0,138525,4.0,automatic,front,4,left,black,4,12
70600,431,bmw,jeep,yes,hybrid,2.0,73856,4.0,automatic,4x4,4,left,black,12,8
1756200,1017,hyundai,sedan,no,petrol,2.0,44000,4.0,automatic,front,4,left,black,6,7
1930600,502,toyota,sedan,yes,petrol,1.5,48300,4.0,automatic,front,4,left,red,4,11
18800,382,chevrolet,hatchback,yes,hybrid,1.5,125358,4.0,automatic,front,4,left,grey,0,7
1066300,781,mercedes-benz,sedan,yes,petrol,2.4,240000,6.0,automatic,rear,4,left,black,8,23
2508900,781,toyota,sedan,yes,hybrid,2.5,95000,4.0,automatic,front,4,left,grey,12,12
2264900,707,hyundai,jeep,yes,diesel,2.0,191264,4.0,automatic,front,4,left,white,4,13
2026600,531,hyundai,sedan,yes,petrol,1.6,98252,4.0,automatic,front,4,left,grey,4,12
627200,1292,mercedes-benz,jeep,yes,petrol,3.0,59099,6.0,automatic,4x4,4,left,white,0,8
1067200,1347,hyundai,minivan,yes,diesel,2.5,66846,4.0,automatic,front,4,left,silver,4,16
31400,1024,ford,sedan,yes,petrol,2.5,168960,4.0,automatic,front,4,left,silver,12,14
2427300,562,chevrolet,hatchback,yes,petrol,1.4,58052,4.0,automatic,front,4,left,white,4,9
2665700,934,toyota,sedan,yes,petrol,2.5,118000,4.0,automatic,front,4,left,black,12,9
3982900,781,mercedes-benz,jeep,yes,diesel,2.9,255000,6.0,automatic,4x4,4,left,grey,16,13
1853100,583,hyundai,sedan,yes,petrol,1.6,89323,4.0,automatic,front,4,left,silver,4,13
1975700,781,toyota,sedan,no,hybrid,2.4,165000,4.0,automatic,front,4,left,white,12,14
2038500,781,toyota,sedan,yes,hybrid,1.8,174309,4.0,automatic,front,4,left,white,7,14
2038500,308,toyota,hatchback,no,hybrid,1.8,155000,4.0,automatic,front,4,left,grey,8,10
3955900,765,hyundai,jeep,yes,diesel,2.0,129254,4.0,automatic,front,4,left,white,4,9
1960100,707,hyundai,jeep,yes,diesel,2.0,58548,4.0,automatic,front,4,left,white,4,13
39200,779,toyota,sedan,yes,hybrid,2.5,232032,4.0,automatic,front,4,left,silver,12,11
1662100,781,toyota,sedan,yes,hybrid,2.4,145567,4.0,automatic,front,4,left,black,10,16
1568100,781,ford,jeep,no,petrol,4.6,0,8.0,automatic,4x4,4,left,black,0,24
1967900,583,hyundai,sedan,yes,petrol,1.6,133783,4.0,automatic,front,4,left,grey,4,13
2765400,629,hyundai,sedan,yes,petrol,1.6,104674,4.0,automatic,front,4,left,silver,4,9
3292900,781,mercedes-benz,sedan,yes,petrol,3.5,165000,6.0,automatic,4x4,4,left,grey,16,14
1766300,501,toyota,hatchback,yes,petrol,1.5,53800,4.0,automatic,front,4,left,silver,4,10
5295900,765,hyundai,jeep,yes,diesel,2.0,99106,4.0,automatic,front,4,left,black,4,9
1818900,831,hyundai,sedan,yes,hybrid,2.4,88400,4.0,automatic,front,4,left,grey,10,13
2792400,642,hyundai,jeep,yes,diesel,2.0,105437,4.0,automatic,front,4,left,black,4,12
548800,394,toyota,sedan,yes,hybrid,2.5,109798,4.0,automatic,front,4,left,white,12,10
2822500,781,mercedes-benz,jeep,yes,diesel,3.0,245470,6.0,automatic,4x4,4,left,grey,12,15
1040000,843,toyota,hatchback,yes,hybrid,1.5,288000,4.0,automatic,front,4,left,grey,4,16
2428300,639,hyundai,jeep,yes,diesel,2.0,189000,4.0,automatic,front,4,left,white,4,10
392000,779,toyota,sedan,yes,petrol,2.5,308694,4.0,automatic,front,4,left,grey,12,11
936400,426,chevrolet,hatchback,yes,petrol,1.0,53711,4.0,automatic,front,4,left,white,4,9
439100,781,ford,microbus,no,diesel,2.5,0,4.0,manual,rear,2,left,white,1,33
31400,779,toyota,sedan,yes,hybrid,2.5,225510,4.0,automatic,front,4,left,white,12,11
3606800,639,hyundai,jeep,yes,diesel,2.0,151000,4.0,automatic,front,4,left,black,4,10
25100,607,toyota,sedan,yes,hybrid,2.5,39552,4.0,automatic,front,4,left,black,12,5
14000,781,bmw,jeep,yes,petrol,3.0,240000,6.0,automatic,4x4,4,left,black,8,16
2352100,777,toyota,sedan,yes,petrol,2.5,47152,4.0,automatic,front,4,left,white,7,10
31400,1017,mercedes-benz,sedan,yes,petrol,2.0,26802,4.0,automatic,rear,4,left,black,12,7
1568100,640,ford,sedan,yes,petrol,2.0,134982,4.0,automatic,front,4,left,red,0,11
2195300,781,ford,jeep,yes,hybrid,2.5,93000,4.0,automatic,4x4,4,left,silver,10,16
227400,1360,mercedes-benz,jeep,yes,petrol,4.6,230397,8.0,automatic,4x4,4,left,black,12,11
1100000,1845,toyota,hatchback,no,hybrid,1.8,123000,4.0,automatic,front,4,right,white,6,9
454700,1017,hyundai,sedan,yes,petrol,2.0,115974,4.0,automatic,front,4,left,white,12,7
1160400,528,ford,sedan,no,petrol,1.6,49000,4.0,automatic,front,4,left,green,10,10
1724900,781,mercedes-benz,sedan,yes,petrol,5.0,125000,8.0,automatic,rear,4,left,silver,12,19
2805900,639,chevrolet,jeep,yes,diesel,2.0,73650,4.0,automatic,front,4,left,silver,4,10
1882600,707,hyundai,sedan,yes,petrol,2.0,145219,4.0,automatic,front,4,left,grey,4,13
3136100,781,mercedes-benz,microbus,no,diesel,2.1,268022,6.0,manual,front,2,left,white,0,17
1348500,781,toyota,hatchback,no,hybrid,1.8,0,4.0,automatic,front,4,left,white,8,12
1913000,781,bmw,jeep,yes,petrol,3.0,310000,6.0,automatic,4x4,4,left,grey,6,17
3407400,777,hyundai,minivan,yes,diesel,2.5,126970,4.0,automatic,front,4,left,silver,4,10
1109900,645,chevrolet,sedan,yes,petrol,1.8,142600,4.0,automatic,front,4,left,silver,4,13
31400,586,toyota,hatchback,yes,hybrid,1.8,411923,4.0,automatic,front,4,left,blue,12,12
1881700,609,toyota,sedan,yes,hybrid,2.5,35058,4.0,automatic,front,4,left,white,12,6
2979300,1249,toyota,sedan,yes,petrol,2.5,32000,4.0,automatic,front,4,left,green,14,7
2101200,781,toyota,sedan,yes,hybrid,1.8,150000,4.0,automatic,front,4,left,black,8,11
1536700,781,ford,sedan,yes,petrol,3.8,280000,6.0,automatic,4x4,4,left,grey,8,10
5315400,1017,hyundai,jeep,yes,diesel,2.0,105751,4.0,automatic,front,4,left,white,4,7
1136800,1047,hyundai,sedan,yes,petrol,1.6,122587,4.0,automatic,front,4,left,silver,4,17
4343500,781,bmw,jeep,yes,diesel,3.5,243087,6.0,automatic,4x4,4,left,black,12,12
1113300,394,toyota,sedan,yes,hybrid,2.5,179381,4.0,automatic,front,4,left,black,12,10
345000,585,toyota,hatchback,yes,hybrid,1.8,74838,4.0,automatic,front,4,left,white,12,11
3920100,891,mercedes-benz,hatchback,yes,petrol,2.0,48000,4.0,automatic,4x4,4,left,white,0,8
12500,1324,toyota,sedan,yes,hybrid,3.3,316912,6.0,automatic,4x4,4,left,blue,12,14
642900,961,chevrolet,jeep,yes,diesel,2.0,74594,4.0,automatic,front,4,left,black,4,15
2588900,528,hyundai,sedan,yes,petrol,1.6,147957,4.0,automatic,front,4,left,white,4,10
2486000,1347,hyundai,minivan,yes,diesel,2.5,134955,4.0,automatic,front,4,left,silver,4,16
2289400,781,toyota,sedan,yes,petrol,2.5,200000,6.0,automatic,rear,4,left,white,0,12
31400,1172,mercedes-benz,sedan,yes,diesel,3.5,132630,6.0,automatic,rear,4,left,silver,12,13
1568100,781,mercedes-benz,jeep,no,diesel,2.9,138000,4.0,manual,4x4,2,left,black,2,36
5593200,1079,hyundai,sedan,yes,petrol,2.0,50310,4.0,automatic,front,4,left,grey,4,6
25100,645,toyota,hatchback,yes,hybrid,1.8,230939,4.0,automatic,front,4,left,blue,12,13
